Fecha,Hora,Técnico,Locación,pH,Turbidez (NTU),Cloro Residual (mg/L),Observaciones,Foto
17/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
18/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
19/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
20/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
21/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
22/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
23/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
24/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
25/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
26/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
27/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
28/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
29/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
30/09/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
1/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,113.00,0.00,,
2/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
3/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
4/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
5/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
6/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
7/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
8/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
9/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
10/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,105.00,0.00,,
11/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,136.00,0.00,,
12/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
13/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
14/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
15/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
16/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
17/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
18/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,136.00,0.00,,
19/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
20/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
21/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
22/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
23/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
24/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
25/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,150.00,0.00,,
26/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,175.00,0.00,,
27/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,180.00,0.00,,
28/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,185.00,0.00,,
29/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,185.00,0.00,,
30/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,185.00,0.00,,
31/10/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,200.00,0.00,,
1/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,210.00,0.00,,
2/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,210.00,0.00,,
3/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,1050.00,0.00,,
4/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,1050.00,0.00,,
5/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,1050.00,0.00,,
6/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,650.00,0.00,,
7/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
8/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
9/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
10/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
11/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
12/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
13/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
14/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
15/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
16/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
17/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
18/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
19/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
20/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
21/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,890.00,0.00,,
22/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,136.00,0.00,,
23/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.50,136.00,0.00,,
24/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.50,136.00,0.00,,
25/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
26/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
27/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
28/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
29/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
30/11/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
1/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
2/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
3/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
4/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
5/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
6/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,665.00,0.00,,
7/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
8/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
9/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
10/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
11/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
12/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
13/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
14/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
15/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
16/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
17/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
18/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
19/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
20/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
21/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
22/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
23/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
24/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
25/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
26/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,485.00,0.00,,
27/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,485.00,0.00,,
28/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
29/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
30/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
31/12/2024,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
1/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
2/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
3/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.10,136.00,0.00,,
4/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,136.00,0.00,,
5/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
6/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,136.00,0.00,,
7/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,560.00,0.00,,
8/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,560.00,0.00,,
9/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,560.00,0.00,,
10/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,560.00,0.00,,
11/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
12/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
13/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
14/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
15/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
16/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
17/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
18/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
19/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
20/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,520.00,0.00,,
21/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,520.00,0.00,,
22/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,520.00,0.00,,
23/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,520.00,0.00,,
24/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,520.00,0.00,,
25/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.57,520.00,0.00,,
26/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,490.00,0.00,,
27/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,495.00,0.00,,
28/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,137.00,0.00,,
29/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.94,136.00,0.00,,
30/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,510.00,0.00,,
31/01/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,510.00,0.00,,
1/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.50,515.00,0.00,,
2/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,518.00,0.00,,
3/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,415.00,0.00,,
4/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,350.00,0.00,,
5/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,350.00,0.00,,
6/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,375.00,0.00,,
7/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,425.00,0.00,,
8/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,425.00,0.00,,
9/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,425.00,0.00,,
10/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,425.00,0.00,,
11/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,425.00,0.00,,
12/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,468.00,0.00,,
13/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,468.00,0.00,,
14/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,485.00,0.00,,
15/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.65,485.00,0.00,,
16/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,485.00,0.00,,
17/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,425.00,0.00,,
18/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,440.00,0.00,,
19/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,510.00,0.00,,
20/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,495.00,0.00,,
21/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,490.00,0.00,,
22/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,490.00,0.00,,
23/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.55,490.00,0.00,,
24/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,490.00,0.00,,
25/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,493.00,0.00,,
26/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,520.00,0.00,,
27/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,522.00,0.00,,
28/02/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.70,522.00,0.00,,
1/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.90,522.00,0.00,,
2/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,600.00,0.00,,
3/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,600.00,0.00,,
4/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,630.00,0.00,,
5/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,630.00,0.00,,
6/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,630.00,0.00,,
7/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,630.00,0.00,,
8/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,630.00,0.00,,
9/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
10/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
11/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
12/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
13/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
14/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,655.00,0.00,,
15/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,680.00,0.00,,
16/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.59,680.00,0.00,,
17/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,654.00,0.00,,
18/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.62,650.00,0.00,,
19/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,650.00,0.00,,
20/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,300.00,0.00,,
21/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,325.00,0.00,,
22/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,390.00,0.00,,
23/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,400.00,0.00,,
24/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.52,390.00,0.00,,
25/03/2025,15:00:00,Fernando Cuesta,L95-AC-SUR-COM2,7.80,490.00,0.00,,
24/03/2023,14:30:00,Fernando Cuesta,L95-AC-SUR-COM2,7.60,2.00,0.90,,
25/03/2023,14:30:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.99,0.65,,
26/03/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.58,2.00,0.60,,
27/03/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,2.10,0.65,,
28/03/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.63,2.10,0.60,,
29/03/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,2.00,0.60,,
30/03/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.00,0.60,,
31/03/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,2.00,0.55,,
1/04/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.00,0.60,,
2/04/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,2.00,0.55,,
3/04/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.00,0.45,,
4/04/2023,12:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.00,0.55,,
5/04/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.00,0.79,,
6/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,2.00,0.82,,
7/04/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,2.08,0.80,,
8/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,2.26,1.20,,
9/04/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,2.30,1.30,,
10/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.74,2.32,1.28,,
11/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.74,2.33,1.22,,
12/04/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,2.30,1.18,,
13/04/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,2.40,1.22,,
14/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.74,2.42,1.24,,
15/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,2.44,1.20,,
16/04/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,2.46,1.25,,
17/04/2023,12:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,2.50,1.21,,
18/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,2.50,1.23,,
19/04/2023,17:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.76,1.04,1.40,,
20/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,1.04,1.20,,
21/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.78,1.04,1.10,,
22/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.74,1.05,1.20,,
23/04/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.75,1.05,1.30,,
24/04/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.36,1.06,1.20,,
25/04/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.53,1.10,1.30,,
26/04/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.52,1.10,1.40,,
27/04/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.15,1.45,,
28/04/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.52,1.10,1.15,,
29/04/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.53,1.10,1.05,,
30/04/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.57,1.10,1.10,,
1/05/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.05,1.00,,
2/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.10,1.00,,
3/05/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.05,1.00,,
4/05/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.00,1.00,,
5/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.20,1.00,,
6/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.27,1.00,,
7/05/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.35,1.00,,
8/05/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.35,1.05,,
9/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.40,0.95,,
10/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.47,1.10,,
11/05/2023,12:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.50,1.05,,
12/05/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.49,1.05,,
13/05/2023,07:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.45,1.00,,
14/05/2023,08:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.30,0.95,,
15/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.25,1.05,,
16/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.70,1.45,1.53,,
17/05/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.30,1.33,,
18/05/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.32,1.31,,
19/05/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.30,1.30,,
20/05/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.30,1.29,,
21/05/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.32,1.25,,
22/05/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.31,1.22,,
23/05/2023,13:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.74,1.34,1.26,,
24/05/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.02,1.20,,
25/05/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.02,1.20,,
26/05/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.01,1.24,,
27/05/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.58,1.01,1.22,,
28/05/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.01,1.30,,
29/05/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.03,1.26,,
30/05/2023,11:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.54,1.05,1.18,,
31/05/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.58,1.05,1.15,,
1/06/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.07,1.18,,
2/06/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.52,1.07,1.15,,
3/06/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.09,1.20,,
4/06/2023,15:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.60,1.10,1.20,,
5/06/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.10,1.22,,
6/06/2023,16:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.56,1.10,1.20,,
7/06/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.58,1.15,1.20,,
8/06/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.59,1.20,1.40,,
9/06/2023,14:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.20,1.30,,
10/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.20,1.15,,
11/06/2023,09:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.50,1.20,1.15,,
12/06/2023,10:00:00,Fernando Cuesta,L95-AC-SUR-PTAP,7.55,1.20,1.15,,
